Business Name,City,Niche,Has Website,Website URL,Phone,Status,Scrape Status
Wandal protein and supplements store,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Gamers Adda (Computer game center),Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sarvodaya physiotherapy-Ayurveda clinic,Vijayapura,Gym,Y,https://book.healthplix.com/dr-sharad-patil-ortho---sports-vivek-nagar-bijapur?utm_source=gmb_cta&rwg_token=AFd1xnEikgDbDDQp-26khMx_POqsxN2GsBTQrekcenpUDefzn82fw_VbooebzZru9ft-ZUlOM8g64b4i_3kBUJgk2oQA-g_AjQ%3D%3D,9886483403,PHONE RECOVERED,DONE
SMART LOOK BEAUTY PARLOUR,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Samrudhi - Boys Hostel ( PG for Boys),Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Fitness Gym,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Satvik Sports Garments,Vijayapura,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Husain Interior and Elevation Designers,Vijayapura,Interior Designer,Y,https://www.3dwork.in/,7019669353,PHONE RECOVERED,DONE
LivElita,Vijayapura,Interior Designer,Y,https://www.livelita.com/,8120709960,PHONE RECOVERED,DONE
Dream home Decors,Vijayapura,Interior Designer,Y,http://dreamhomedecors.co.in/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
kembhavi interior,Vijayapura,Interior Designer,Y,https://kembhaviinterior.com/,7411911443,PHONE RECOVERED,DONE
Studio Crespa,Vijayapura,Interior Designer,Y,https://studiocrespa.in/,6366955008,PHONE RECOVERED,DONE
"Physics Wallah Vidyapeeth Pathshala Coaching Center Vijayapura | IIT JEE, NEET & Foundation Classes",Vijayapura,JEE Coaching,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
"Physics Wallah Vidyapeeth Pathshala Coaching Center Vijayapura | IIT JEE, NEET & Foundation Classes",Vijayapura,NEET Coaching,Y,https://www.pw.live/,7290070560,PHONE RECOVERED,DONE
Wellness Advanced Physiotherapy Centre,Vijayapura,Physiotherapy Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Physiotherapy clinic,Vijayapura,Physiotherapy Clinic,Y,https://physiotherapy-clinic.grexa.site/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Shri Sidda Shiva Neuro Clinic(SSNC) And Sumitra Stroke and Neurorehab Centre(SSNC),Vijayapura,Physiotherapy Clinic,Y,https://book.healthplix.com/dr-virupaxappa-birdar-neurologist-belgaum-division?utm_source=gmb_cta&rwg_token=AFd1xnFRxwvhao-V5LRpD3zQ9WJg8PHnEUbD10lcoqiWnYzVOLFww8hFmFjqIt85Na3G2-jMH3CtdffwxNUgm38MqfUqOND3-g%3D%3D,7019933485,PHONE RECOVERED,DONE
Shri Bhagyavanti Multispecialty Hospital and Research Centre,Vijayapura,Physiotherapy Clinic,Y,https://www.justdial.com/online-consult/hospital?action=BA&extRdt=1&wkwebview=1&docid=9999P8352.8352.090613194057.P5Z8DC&rwg_token=AFd1xnGkws_-MIkvLGtWdZtsBTwpbCAltfW0NZlPldrxZIKh2QJckjqCryrv1q3gzEOA8RJO2i1FbDgc5Kzb9lE8LQ1OKiPsNw%3D%3D,9061319405,PHONE RECOVERED,DONE
Vaishnavi heights,Vijayapura,Physiotherapy Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Akaah,Vijayapura,Physiotherapy Clinic,Y,https://centers.aakash.ac.in/aakash-institute-vijayapura-coaching-center-vijayapura-udupi-397655/Home?utm_source=locator&utm_medium=googleplaces,6362367272,PHONE RECOVERED,DONE
"CityAds - Rent, Buy & Sell",Vijayapura,Real Estate Agent,Y,https://cityads.me/,9999999776,PHONE RECOVERED,DONE
Chandra Layout,Vijayapura,Real Estate Agent,Y,"https://api.whatsapp.com/send?phone=919449859722&text=Hi,%20I%20am%20interested%20in%20Chandra%20Layout%20plots",9177036976,PHONE RECOVERED,DONE
Aadhar Housing Finance Ltd,Vijayapura,Real Estate Agent,Y,https://my-branches.aadharhousing.com/aadhar-housing-finance-ltd-financial-institutions-sir-deshpande-colony-bijapur-11765548/home,8888899953,PHONE RECOVERED,DONE
Skin City India - Skin Specialist & Dermatologist,Vijayapura,Skin Clinic,Y,https://www.skincityindia.com/bijapur-skin-hair-clinic/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Bijapur Skin Care & Cosmetogology Clinic,Vijayapura,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Inamdar Skin Clinic,Vijayapura,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
inamdar Skin Doctor Dermatologist,Vijayapura,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
SANJEEVINI CLINIC,Vijayapura,Skin Clinic,Y,http://www.sanjeevinihospitalbijapur.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Keloid Specialist in Bijapur,Vijayapura,Skin Clinic,Y,https://keloidspecialist.in/keloid-specialist-in-bijapur/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sannati Clinic,Vijayapura,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
AMMA CLINIC,Vijayapura,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
ASHOK CLINIC,Vijayapura,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
ASHWINI CLINIC KARISHMA S CHAVAN,Vijayapura,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Choudhari clinic,Vijayapura,Skin Clinic,Y,http://choudharihospitals.in/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
HASAN CLINIC,Vijayapura,Skin Clinic,Y,https://hasan-clinic.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
SKIN & ORTHO CLINIC,Vijayapura,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Homeocare International | Best Homeopathic Clinic In Bijapur (ವಿಜಾಪುರ),Vijayapura,Skin Clinic,Y,https://www.homeocare.in/,8985714250,PHONE RECOVERED,DONE
VEERABHADRESWERA CLINIC,Vijayapura,Skin Clinic,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
AYUSH CLINIC,Vijayapura,Skin Clinic,Y,http://www.glayushhospital.in/,8904094015,PHONE RECOVERED,DONE
G3 tours and travels | Car and Bike Rental in Mangalore,Mangalore,Car Rental,Y,https://g3toursandtravels.com/,9113602008,PHONE RECOVERED,DONE
RR self drive cars,Mangalore,Car Rental,Y,http://www.rrtravelslines.in/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Coastalcarsselfdrivemanglore,Mangalore,Car Rental,Y,https://www.relationshiptourandtravels.com/,7204999199,PHONE RECOVERED,DONE
Union Tours and Travels Mangalore,Mangalore,Car Rental,Y,https://uniontoursandtravels.000webhostapp.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Mangalore Luxury Car Rentals,Mangalore,Car Rental,Y,https://www.relationshiptourandtravels.com/,7204999199,PHONE RECOVERED,DONE
Matha Education State bank-Mangalore,Mangalore,Tuition Centre,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
INFINITY COACHING CLASSES,Mangalore,Tuition Centre,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
MIPL -CMA/CMA USA Coaching in Mangalore,Mangalore,Tuition Centre,Y,https://miplglobal.com/,8040212223,PHONE RECOVERED,DONE
VIVIDYA - AGNES Knowledge Sharing Center,Mangalore,Tuition Centre,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
St Aloysius Institute of Civil Services,Mangalore,Tuition Centre,Y,http://www.staloysius.edu.in/,7975277782,PHONE RECOVERED,DONE
Cleancode- Best IT Job Training And Placement Institute Mangalore,Mangalore,Computer Training Institute,Y,https://campus.cleancode.club/cleancode-Mangalore-branch.html,9611824939,PHONE RECOVERED,DONE
Matha Education State bank-Mangalore,Mangalore,Computer Training Institute,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Rural Computer Training Academy - Sharing Rural Students Skill's Development with Govt. of Karnataka,Mangalore,Computer Training Institute,Y,http://www.ruralcomputers.com/,9740536637,PHONE RECOVERED,DONE
PRATHISHTA Multi-speciality Dental Clinic,Mangalore,Dental Clinic,Y,https://www.instagram.com/prathishta_dentalclinic?igsh=MXhkOXE1dmtwMTliYw==,6829669985,PHONE RECOVERED,DONE
Zeus Fitness Club,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Cyborg Fitness Club,Mangalore,Gym,Y,http://www.instagram.com/cyborgfitnessclub,6829669985,PHONE RECOVERED,DONE
IronDen,Mangalore,Gym,Y,https://instagram.com/ironden_prepschool?utm_source=ig_profile_share&igshid=w2t37v4rag5m,6829669985,PHONE RECOVERED,DONE
Cobra Fitness Club,Mangalore,Gym,Y,http://www.cobrafc.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
ROYAL FITNESS CLUB,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
MUSCLE POWER GYM,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sparks Fitness,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
IRON HUB GYM UNISEX - Best Gym in Mangalore,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
The Fitness Garage,Mangalore,Gym,Y,https://instagram.com/_thefitnessgarage?utm_medium=copy_link,6829669985,PHONE RECOVERED,DONE
Phoenix gym,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
NEW FITNESS CLUB,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Raymond's Gym,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Carlos Gym,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Body Hunt Gym,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Fit Me Gym (Old Gold Gym),Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
K.G.K Gym,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
EAGLE FITNESS UNISEX GYM,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Commit to Fit(CTF),Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Musclezone,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
SHAN'S FIT FUSION,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
THE FITNESS HQ,Mangalore,Gym,Y,https://www.instagram.com/thefitnessshq?igsh=MTJ6ZmlxbnI5YTR5cg==&utm_source=qr,6829669985,PHONE RECOVERED,DONE
King Maruthi Gym,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
FIT ZONE UNISEX GYM,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Perfect Gym equipment services,Mangalore,Gym,Y,http://www.perfectgymequipmentservice.com/,8151917158,PHONE RECOVERED,DONE
HORIZON GYMNASIUM,Mangalore,Gym,Y,http://horizongymnasium.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Kudla Fitness Gym,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Sadhguru Fitness and Sports .,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
The S Studio Zumba Fitness,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Work Out,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Gujjara Kere Open Gym,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Horejon Gymnasium,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Kumars multi gym,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Friends gym,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Vidyanjenaya Multi Gym,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Prime Sports & Fitness - Best Badminton store & Expert stringing service,Mangalore,Gym,Y,https://prime-sports-fitness.mini.store/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Shree Balanjaneya gymnasium,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Yoga Kshema,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Get fit with shilpi,Mangalore,Gym,Y,https://www.getfitwithshilpi.com/,7022537202,PHONE RECOVERED,DONE
Olympic Boxing,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Indian combat sports academy Mangalore,Mangalore,Gym,Y,http://www.indiancombatsportsacademy.com/,8687008888,PHONE RECOVERED,DONE
TAPOVAN - Health and Wellness Clinic,Mangalore,Gym,Y,http://tapovanwellness.in/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Win Sports,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Innerpeace Nature Care,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
YOGA KIRANA STUDIO,Mangalore,Gym,Y,https://www.instagram.com/yoga_kirana_studio?igsh=MTZjeDEwY2p2ZXU1eQ==,6829669985,PHONE RECOVERED,DONE
Devika Yoga Classes,Mangalore,Gym,Y,https://www.facebook.com/preandpostnatalyoga?mibextid=LQQJ4d,8321475982,PHONE RECOVERED,DONE
YogaVasista Yoga Therapy Centre,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Raksha Enterprises,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
BHAVAN'S YOGA CENTRE,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
The GYM B C ROAD,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
YOGACHETHANA College of Yoga and Research,Mangalore,Gym,Y,http://www.yogachethana.com/,9353199343,PHONE RECOVERED,DONE
Royal Oak Family Spa Mangalore,Mangalore,Gym,Y,https://namastespa.in/massage-in-kankanady/,9606474502,PHONE RECOVERED,DONE
Yoga Kuteera,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Kshithi Yoga and Pregnancy Care Classes,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Pranav Yoga & Naturopathy Centre,Mangalore,Gym,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Careershape Spoken English & IELTS Classes,Mangalore,IELTS Coaching,Y,https://www.careershapeacademy.com/,8928044949,PHONE RECOVERED,DONE
Scepter Global,Mangalore,IELTS Coaching,Y,http://scepterglobal.in/,9035549415,PHONE RECOVERED,DONE
Lobo Global Link - IELTS Coaching centre,Mangalore,IELTS Coaching,Y,http://www.lobolegalservices.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Asha Careers : MBA CET I CAT I GMAT I IBPS PO I IELTS,Mangalore,IELTS Coaching,Y,https://www.ashacareers.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Matha Education State bank-Mangalore,Mangalore,IELTS Coaching,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Dr Rashmi Nayak,Mangalore,IVF Fertility Clinic,Y,http://babyninefertility.com/,9606077091,PHONE RECOVERED,DONE
Navakriti by Ashitth Shetty,Mangalore,Interior Designer,Y,https://www.instagram.com/navakriti.interiors/,6829669985,PHONE RECOVERED,DONE
"HomeLane Malamaddi, Interior Design Studio",Mangalore,Interior Designer,Y,https://www.homelane.com/cities/interior-designers-mangalore?utm_source=Local&utm_medium=Organic&utm_campaign=GMB-hampankatta,7941058532,PHONE RECOVERED,DONE
PERFECT INTERIORS & EXTERIORS,Mangalore,Interior Designer,Y,https://www.perfectinteriorsmlr.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Manya's Interiors,Mangalore,Interior Designer,Y,https://www.manyas.in/,6362303830,PHONE RECOVERED,DONE
STELLAR,Mangalore,Interior Designer,Y,https://supremestellar.com/,8884696166,PHONE RECOVERED,DONE
Austin Educators - Kankanady,Mangalore,JEE Coaching,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
VIVIDYA - AGNES Knowledge Sharing Center,Mangalore,JEE Coaching,Y,,,PHONE MISSING — WEBSITE OUTREACH,PENDING
"Bastikar Enterprises - Sleek Studio - Modular Kitchen, Cabinets, Wardrobe and Fitted Furniture",Mangalore,Modular Kitchen,Y,https://www.beautifulhomes.asianpaints.com/,9999999999,PHONE RECOVERED,DONE
Modern Kitchens and Presto Exclusive Outlet,Mangalore,Modular Kitchen,Y,http://www.acefoodspl.com/,8242211578,PHONE RECOVERED,DONE
Wurfel Kuche,Mangalore,Modular Kitchen,Y,http://wurfel.in/,7598572859,PHONE RECOVERED,DONE
Interior Designer - Infinity Kitchen Solutions,Mangalore,Modular Kitchen,Y,http://infinitykitchensolutions.com/,8880661111,PHONE RECOVERED,DONE
VIVIDYA - AGNES Knowledge Sharing Center,Mangalore,NEET Coaching,Y,http://www.vividya.com/,7975543267,PHONE RECOVERED,DONE
INFINITY COACHING CLASSES,Mangalore,NEET Coaching,Y,https://infinitycoachingclass.com/i,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Austin Educators - Kankanady,Mangalore,NEET Coaching,Y,https://www.austineducators.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Matha Education State bank-Mangalore,Mangalore,NEET Coaching,Y,https://www.mathaeducation.com/,9999999776,PHONE RECOVERED,DONE
Greta Coaching Centre,Mangalore,NEET Coaching,Y,https://hellomangaluru.online/ad/greta-coaching-center/,9645074233,PHONE RECOVERED,DONE
New Lite Coaching Centre,Mangalore,NEET Coaching,Y,http://newlitecoachingcentre.blogspot.com/,7004675218,PHONE RECOVERED,DONE
Abhijnya Physiotherapy &Wellness Clinic by Dr Sunjyoth H S(PT),Mangalore,Physiotherapy Clinic,Y,https://abhijnya.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
WellCare Physiotherapy Clinic (Only for Home visit),Mangalore,Physiotherapy Clinic,Y,https://32201689-1534005.renderforestsites.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
The RehabMax,Mangalore,Physiotherapy Clinic,Y,https://www.therehabmax.com/,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Josh Physio Care Solutions,Mangalore,Physiotherapy Clinic,Y,https://www.instagram.com/dr.jazz.pt?igsh=MTNwb3k3cWtrMXF4dw==&utm_source=qr,6829669985,PHONE RECOVERED,DONE
Janapriya HEAL. rehab centre,Mangalore,Physiotherapy Clinic,Y,https://www.instagram.com/janapriyahealrehab?igsh=ZjlqMG1rejBra3Rq,6829669985,PHONE RECOVERED,DONE
Physiotherapist Dr.Kiran - ಫಿಸಿಯೋಥೆರಪಿಸ್ಟ್ ವೈದ್ಯ ಕಿರಣ್,Mangalore,Physiotherapy Clinic,Y,https://book.heygoldie.com/PhysiotherapistKiran,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Life start physiotherapy and fitness clinic,Mangalore,Physiotherapy Clinic,Y,https://youtube.com/@lifestartphysiotherapy?si=fRYxJ2ZL80t-S8VG,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Healing Touch Physiotherapy and Rehabilitation Clinic,Mangalore,Physiotherapy Clinic,Y,https://chippala.com/chippala-rehab/,9999999776,PHONE RECOVERED,DONE
Mangala College of Physiotherapy,Mangalore,Physiotherapy Clinic,Y,https://mangalacollegeofphysiotherapy.com/,9449599238,PHONE RECOVERED,DONE
Portea Medical,Mangalore,Physiotherapy Clinic,Y,https://www.portea.com/?utm_source=GMBMangaluru&utm_medium=Organic&utm_campaign=GoogleMyBusiness,8333333333,PHONE RECOVERED,DONE
Land Touch Real Estate,Mangalore,Real Estate Agent,Y,https://www.instagram.com/land_touch_?igsh=MW9wNzF5cWRucGZ0eg==,6829669985,PHONE RECOVERED,DONE
Mangalore Properties - Flats in Mangalore,Mangalore,Real Estate Agent,Y,https://www.mangaloreproperties.com/,8244286701,PHONE RECOVERED,DONE
REDDY'S Real-estate,Mangalore,Real Estate Agent,Y,https://reddysrealestate.vercel.app/,9611530995,PHONE RECOVERED,DONE
S4 Associates - Property Consultants & Developers,Mangalore,Real Estate Agent,Y,http://www.scubeprojects.in/,9999999776,PHONE RECOVERED,DONE
Property in Mangalore,Mangalore,Real Estate Agent,Y,https://propertyinmangalore.com/,7199254740,PHONE RECOVERED,DONE
99acres Mangalore Office,Mangalore,Real Estate Agent,Y,http://www.99acres.com/,7821202000,PHONE RECOVERED,DONE
99acres Sales Office Mangalore,Mangalore,Real Estate Agent,Y,http://99acres.com/,7821202000,PHONE RECOVERED,DONE
Landmark Ayush,Mangalore,Real Estate Agent,Y,https://www.landmarkinfratech.com/project/7,8041647754,PHONE RECOVERED,DONE
PNB Housing Finance Limited,Mangalore,Real Estate Agent,Y,https://branch.pnbhousing.com/kodailbail-mangaluru-karnataka,,PHONE MISSING — WEBSITE OUTREACH,PENDING
Amacy Og Venture,Mangalore,Real Estate Agent,Y,https://www.facebook.com/amacyclothestapestry,8321475982,PHONE RECOVERED,DONE
Rao Skin Clinic,Mangalore,Skin Clinic,Y,https://kivihealth.com/iam/shyam.raj.rao.u1nx5qklwllb,7204342761,PHONE RECOVERED,DONE
Dr. Kashinath Nayak | Best Dermatologist in Mangalore,Mangalore,Skin Clinic,Y,https://www.manipalhospitals.com/mangalore/doctors/dr-kashinath-nayak-a-consultant-dermatology/?utm_source=GMB&utm_medium=dr-kashinath-nayak-a-consultant-dermatology,8242222227,PHONE RECOVERED,DONE
Dr. Maria Kuruvilla | Best Dermatologist in Mangalore,Mangalore,Skin Clinic,Y,https://www.manipalhospitals.com/mangalore/doctors/dr-maria-kuruvila-consultant-dermatology/?utm_source=GMB&utm_medium=dr-maria-kuruvila-consultant-dermatology,8242222227,PHONE RECOVERED,DONE
SKINDIA Aesthetic Lounge (Mangalore's Finest Hospital Based Skin & Aesthetic Clinic),Mangalore,Skin Clinic,Y,http://www.indianahospital.in/,8242880880,PHONE RECOVERED,DONE
Dr. Pramod Kumar | Best Dermatologist in Mangalore,Mangalore,Skin Clinic,Y,https://www.manipalhospitals.com/mangalore/doctors/dr-pramod-kumar-consultant-dermatology/?utm_source=GMB&utm_medium=dr-pramod-kumar-consultant-dermatology,8242222227,PHONE RECOVERED,DONE
Dr. Gatha upadya | Best Dermatologist in Mangalore,Mangalore,Skin Clinic,Y,https://www.manipalhospitals.com/mangalore/doctors/dr-gatha-m-upadya-consultant-dermatology/?utm_source=GMB&utm_medium=dr-gatha-m-upadya-consultant-dermatology,8242222227,PHONE RECOVERED,DONE
Smart hair fixing-best hair fixing in Mangalore,Mangalore,Skin Clinic,Y,http://www.hairfixingservice.com/,8244278394,PHONE RECOVERED,DONE
Mercy Beauty Academy & Ladies Salon,Mangalore,Skin Clinic,Y,http://mercyacademyandsalon.com/,8277049932,PHONE RECOVERED,DONE
