Business Name,City,Niche,Google Maps Search Query,Scrape Status
Royal Oak Family Spa Mangalore,Mangalore,Gym,Royal Oak Family Spa Mangalore Mangalore,DONE
Yoga Kuteera,Mangalore,Gym,Yoga Kuteera Mangalore,NO WEBSITE ON MAPS
Kshithi Yoga and Pregnancy Care Classes,Mangalore,Gym,Kshithi Yoga and Pregnancy Care Classes Mangalore,NO WEBSITE ON MAPS
Pranav Yoga & Naturopathy Centre,Mangalore,Gym,Pranav Yoga & Naturopathy Centre Mangalore,NO WEBSITE ON MAPS
Careershape Spoken English & IELTS Classes,Mangalore,IELTS Coaching,Careershape Spoken English & IELTS Classes Mangalore,DONE
Scepter Global,Mangalore,IELTS Coaching,Scepter Global Mangalore,DONE
Lobo Global Link - IELTS Coaching centre,Mangalore,IELTS Coaching,Lobo Global Link - IELTS Coaching centre Mangalore,NO PHONE ON SITE
Asha Careers : MBA CET I CAT I GMAT I IBPS PO I IELTS,Mangalore,IELTS Coaching,Asha Careers : MBA CET I CAT I GMAT I IBPS PO I IELTS Mangalore,NO PHONE ON SITE
Matha Education State bank-Mangalore,Mangalore,IELTS Coaching,Matha Education State bank-Mangalore Mangalore,DONE
Dr Rashmi Nayak,Mangalore,IVF Fertility Clinic,Dr Rashmi Nayak Mangalore,DONE
Navakriti by Ashitth Shetty,Mangalore,Interior Designer,Navakriti by Ashitth Shetty Mangalore,DONE
"HomeLane Malamaddi, Interior Design Studio",Mangalore,Interior Designer,"HomeLane Malamaddi, Interior Design Studio Mangalore",DONE
PERFECT INTERIORS & EXTERIORS,Mangalore,Interior Designer,PERFECT INTERIORS & EXTERIORS Mangalore,NO PHONE ON SITE
Manya's Interiors,Mangalore,Interior Designer,Manya's Interiors Mangalore,DONE
STELLAR,Mangalore,Interior Designer,STELLAR Mangalore,DONE
Austin Educators - Kankanady,Mangalore,JEE Coaching,Austin Educators - Kankanady Mangalore,NO PHONE ON SITE
VIVIDYA - AGNES Knowledge Sharing Center,Mangalore,JEE Coaching,VIVIDYA - AGNES Knowledge Sharing Center Mangalore,DONE
"Bastikar Enterprises - Sleek Studio - Modular Kitchen, Cabinets, Wardrobe and Fitted Furniture",Mangalore,Modular Kitchen,"Bastikar Enterprises - Sleek Studio - Modular Kitchen, Cabinets, Wardrobe and Fitted Furniture Mangalore",DONE
Modern Kitchens and Presto Exclusive Outlet,Mangalore,Modular Kitchen,Modern Kitchens and Presto Exclusive Outlet Mangalore,DONE
Wurfel Kuche,Mangalore,Modular Kitchen,Wurfel Kuche Mangalore,DONE
Interior Designer - Infinity Kitchen Solutions,Mangalore,Modular Kitchen,Interior Designer - Infinity Kitchen Solutions Mangalore,DONE
VIVIDYA - AGNES Knowledge Sharing Center,Mangalore,NEET Coaching,VIVIDYA - AGNES Knowledge Sharing Center Mangalore,DONE
INFINITY COACHING CLASSES,Mangalore,NEET Coaching,INFINITY COACHING CLASSES Mangalore,NO PHONE ON SITE
Austin Educators - Kankanady,Mangalore,NEET Coaching,Austin Educators - Kankanady Mangalore,NO PHONE ON SITE
Matha Education State bank-Mangalore,Mangalore,NEET Coaching,Matha Education State bank-Mangalore Mangalore,DONE
Greta Coaching Centre,Mangalore,NEET Coaching,Greta Coaching Centre Mangalore,DONE
New Lite Coaching Centre,Mangalore,NEET Coaching,New Lite Coaching Centre Mangalore,DONE
Abhijnya Physiotherapy &Wellness Clinic by Dr Sunjyoth H S(PT),Mangalore,Physiotherapy Clinic,Abhijnya Physiotherapy &Wellness Clinic by Dr Sunjyoth H S(PT) Mangalore,NO PHONE ON SITE
WellCare Physiotherapy Clinic (Only for Home visit),Mangalore,Physiotherapy Clinic,WellCare Physiotherapy Clinic (Only for Home visit) Mangalore,NO PHONE ON SITE
The RehabMax,Mangalore,Physiotherapy Clinic,The RehabMax Mangalore,NO PHONE ON SITE
Josh Physio Care Solutions,Mangalore,Physiotherapy Clinic,Josh Physio Care Solutions Mangalore,DONE
Janapriya HEAL. rehab centre,Mangalore,Physiotherapy Clinic,Janapriya HEAL. rehab centre Mangalore,DONE
Physiotherapist Dr.Kiran - ಫಿಸಿಯೋಥೆರಪಿಸ್ಟ್ ವೈದ್ಯ ಕಿರಣ್,Mangalore,Physiotherapy Clinic,Physiotherapist Dr.Kiran - ಫಿಸಿಯೋಥೆರಪಿಸ್ಟ್ ವೈದ್ಯ ಕಿರಣ್ Mangalore,NO PHONE ON SITE
Life start physiotherapy and fitness clinic,Mangalore,Physiotherapy Clinic,Life start physiotherapy and fitness clinic Mangalore,NO PHONE ON SITE
Healing Touch Physiotherapy and Rehabilitation Clinic,Mangalore,Physiotherapy Clinic,Healing Touch Physiotherapy and Rehabilitation Clinic Mangalore,DONE
Mangala College of Physiotherapy,Mangalore,Physiotherapy Clinic,Mangala College of Physiotherapy Mangalore,DONE
Portea Medical,Mangalore,Physiotherapy Clinic,Portea Medical Mangalore,DONE
Land Touch Real Estate,Mangalore,Real Estate Agent,Land Touch Real Estate Mangalore,DONE
Mangalore Properties - Flats in Mangalore,Mangalore,Real Estate Agent,Mangalore Properties - Flats in Mangalore Mangalore,DONE
REDDY'S Real-estate,Mangalore,Real Estate Agent,REDDY'S Real-estate Mangalore,DONE
S4 Associates - Property Consultants & Developers,Mangalore,Real Estate Agent,S4 Associates - Property Consultants & Developers Mangalore,DONE
Property in Mangalore,Mangalore,Real Estate Agent,Property in Mangalore Mangalore,DONE
99acres Mangalore Office,Mangalore,Real Estate Agent,99acres Mangalore Office Mangalore,DONE
99acres Sales Office Mangalore,Mangalore,Real Estate Agent,99acres Sales Office Mangalore Mangalore,DONE
Landmark Ayush,Mangalore,Real Estate Agent,Landmark Ayush Mangalore,DONE
PNB Housing Finance Limited,Mangalore,Real Estate Agent,PNB Housing Finance Limited Mangalore,NO PHONE ON SITE
Amacy Og Venture,Mangalore,Real Estate Agent,Amacy Og Venture Mangalore,DONE
Rao Skin Clinic,Mangalore,Skin Clinic,Rao Skin Clinic Mangalore,DONE
Dr. Kashinath Nayak | Best Dermatologist in Mangalore,Mangalore,Skin Clinic,Dr. Kashinath Nayak | Best Dermatologist in Mangalore Mangalore,DONE
Dr. Maria Kuruvilla | Best Dermatologist in Mangalore,Mangalore,Skin Clinic,Dr. Maria Kuruvilla | Best Dermatologist in Mangalore Mangalore,DONE
SKINDIA Aesthetic Lounge (Mangalore's Finest Hospital Based Skin & Aesthetic Clinic),Mangalore,Skin Clinic,SKINDIA Aesthetic Lounge (Mangalore's Finest Hospital Based Skin & Aesthetic Clinic) Mangalore,DONE
Dr. Pramod Kumar | Best Dermatologist in Mangalore,Mangalore,Skin Clinic,Dr. Pramod Kumar | Best Dermatologist in Mangalore Mangalore,DONE
Dr. Gatha upadya | Best Dermatologist in Mangalore,Mangalore,Skin Clinic,Dr. Gatha upadya | Best Dermatologist in Mangalore Mangalore,DONE
Smart hair fixing-best hair fixing in Mangalore,Mangalore,Skin Clinic,Smart hair fixing-best hair fixing in Mangalore Mangalore,DONE
Mercy Beauty Academy & Ladies Salon,Mangalore,Skin Clinic,Mercy Beauty Academy & Ladies Salon Mangalore,DONE
